"logFC","logCPM","LR","PValue","FDR","ENSEMBL","SYMBOL","GENENAME"
6.72440417061399,4.61079002684245,78.0630652773859,9.98027414117858e-19,8.0750122900693e-15,"ENSG00000083454","P2RX5","purinergic receptor P2X 5"
7.95976389802134,5.37035228298135,78.0124957164043,1.02390775192898e-18,8.0750122900693e-15,"ENSG00000105369","CD79A","CD79a molecule"
7.03968443404423,5.23518955979599,77.869038087511,1.10103794519625e-18,8.0750122900693e-15,"ENSG00000143297","FCRL5","Fc receptor like 5"
7.10083026704741,4.63316545061387,74.4828257602368,6.11680920378151e-18,3.36455090254002e-14,"ENSG00000136573","BLK","BLK proto-oncogene, Src family tyrosine kinase"
6.93420630771208,1.70459132424041,71.6317971441786,2.59343560613494e-17,1.14121540412362e-13,"ENSG00000035720","STAP1","signal transducing adaptor family member 1"
8.09690692424681,3.7763189692916,70.9106405696053,3.7377660787458e-17,1.37063882107609e-13,"ENSG00000132704","FCRL2","Fc receptor like 2"
7.43209179419689,8.14380839772557,69.9150627972481,6.19138512090656e-17,1.9460407918598e-13,"ENSG00000211893",NA,NA
6.15998615291056,7.56963548769862,68.3902999427802,1.34135757726773e-16,3.68906867688057e-13,"ENSG00000132465","JCHAIN","joining chain of multimeric IgA and IgM"
6.07584395237971,5.47844901275103,67.922489024737,1.7005054981049e-16,4.15716910770044e-13,"ENSG00000110777","POU2AF1","POU class 2 homeobox associating factor 1"
6.45304026345991,3.3125007352292,67.500603082919,2.10622654904019e-16,4.63411965319822e-13,"ENSG00000174123","TLR10","toll like receptor 10"
8.66736925540414,4.40843620201829,66.0193872224746,4.46509301496338e-16,8.37514599473486e-13,"ENSG00000211640",NA,NA
9.04194627536904,6.17966045617175,65.9745440018723,4.56784619292875e-16,8.37514599473486e-13,"ENSG00000211653",NA,NA
7.75315043882126,6.74596148632066,64.4699293240389,9.80169035593886e-16,1.65889839393359e-12,"ENSG00000156738","MS4A1","membrane spanning 4-domains A1"
8.43221445060449,2.737833884526,63.9782300967689,1.25801682203276e-15,1.97706329416891e-12,"ENSG00000132185","FCRLA","Fc receptor like A"
7.88548923742393,6.13286439110485,63.7214618909403,1.43314711388708e-15,1.98415971216786e-12,"ENSG00000211949",NA,NA
8.97374574536567,0.953056177375648,63.5932990753365,1.52948561412459e-15,1.98415971216786e-12,"ENSG00000254709","IGLL5","immunoglobulin lambda like polypeptide 5"
7.5633096258498,6.07235207894719,63.4776059524044,1.62200310194318e-15,1.98415971216786e-12,"ENSG00000211598",NA,NA
7.51300139435856,3.46607526887329,63.4760851352021,1.6232558321526e-15,1.98415971216786e-12,"ENSG00000211685",NA,NA
7.17620187468452,3.41823766003717,63.3361506486438,1.74276387244176e-15,2.01812056428756e-12,"ENSG00000211900",NA,NA
7.65892773918735,0.778752737357213,62.9010288294421,2.17358660415315e-15,2.31927224431307e-12,"ENSG00000253701",NA,NA
7.48176676461759,3.17124207707148,62.8650561662602,2.21364953779541e-15,2.31927224431307e-12,"ENSG00000128438",NA,NA
9.65629235844188,6.80086049234443,62.3653480455977,2.85299292642189e-15,2.79202518990858e-12,"ENSG00000211668",NA,NA
7.01015225548956,3.07325191792099,62.296162775226,2.95500305964755e-15,2.79202518990858e-12,"ENSG00000226777","FAM30A","family with sequence similarity 30 member A"
7.58012403438664,4.60742754256152,62.1835313746201,3.12893666487823e-15,2.79202518990858e-12,"ENSG00000211966",NA,NA
8.41994562682789,3.09658325409157,62.1259688799815,3.22174681856771e-15,2.79202518990858e-12,"ENSG00000211935",NA,NA
7.53668100095114,5.67852417202526,62.0248988779109,3.39141913810918e-15,2.79202518990858e-12,"ENSG00000211973",NA,NA
7.659070825479,4.47506897752493,62.0047692476256,3.42626489080682e-15,2.79202518990858e-12,"ENSG00000177455","CD19","CD19 molecule"
3.20998845220734,4.91831208145654,61.7678725860169,3.86428100459038e-15,3.03649680939277e-12,"ENSG00000111913","RIPOR2","RHO family interacting cell polarization regulator 2"
6.74700479005307,3.49460680735736,61.1568831034707,5.27031900586076e-15,3.99853650920512e-12,"ENSG00000211964",NA,NA
7.23489140205529,5.96667371719903,60.4597622966411,7.50979978275061e-15,5.33376300112103e-12,"ENSG00000241351",NA,NA
4.51547345755188,4.92044280135191,60.4226077988893,7.65289491462416e-15,5.33376300112103e-12,"ENSG00000264198",NA,NA
7.34831152375404,1.99841293113094,60.3958855092837,7.7574955020395e-15,5.33376300112103e-12,"ENSG00000240505","TNFRSF13B","TNF receptor superfamily member 13B"
6.07572839046306,4.16194181215223,59.8455942906654,1.02598763991796e-14,6.70497041654415e-12,"ENSG00000167483","NIBAN3","niban apoptosis regulator 3"
7.75006052007792,5.30828562205831,59.8262368370906,1.03612850723798e-14,6.70497041654415e-12,"ENSG00000211593",NA,NA
6.46310056542945,4.54625251617632,59.7188193544423,1.09425159143148e-14,6.87877814705009e-12,"ENSG00000211595",NA,NA
6.91808618368125,10.8218514035648,59.1302029697104,1.47576625237914e-14,9.01939141245719e-12,"ENSG00000211895",NA,NA
6.66691510559864,3.95385152985397,59.0065271656274,1.57149809708282e-14,9.34489219784224e-12,"ENSG00000240041",NA,NA
6.98176068330269,4.16252902566054,58.5588773702666,1.97297433234008e-14,1.14235213842491e-11,"ENSG00000211947",NA,NA
4.41484008815208,1.23673214703292,58.3829371636986,2.15754130909281e-14,1.21718522776051e-11,"ENSG00000109684","CLNK","cytokine dependent hematopoietic cell linker"
7.04264010934457,2.75784902113228,58.0730069414885,2.52568253341309e-14,1.38925167750387e-11,"ENSG00000205056",NA,NA
4.35519459775763,4.93183820856433,57.3959438092028,3.56341403530004e-14,1.91224964889443e-11,"ENSG00000159753","CARMIL2","capping protein regulator and myosin 1 linker 2"
6.36450244257123,5.72584668225587,56.8826701969991,4.62604529339421e-14,2.42338687012522e-11,"ENSG00000253755",NA,NA
6.24854330091934,4.81044860953072,56.5014548830595,5.61568096628356e-14,2.87340029349235e-11,"ENSG00000170476","MZB1","marginal zone B and B1 cell specific protein"
