"logFC","logCPM","LR","PValue","FDR","ENSEMBL","SYMBOL","GENENAME"
-1.15799062305296,6.59288961786773,34.5326234082151,4.19166802064292e-09,9.22250797901855e-05,"ENSG00000152952","PLOD2","procollagen-lysine,2-oxoglutarate 5-dioxygenase 2"
2.12612035257184,4.09175314865104,31.3951834237482,2.10502459897672e-08,0.000231573756133429,"ENSG00000114270","COL7A1","collagen type VII alpha 1 chain"
-1.83853247463099,4.48745597849489,29.098641088738,6.8785215054279e-08,0.000504470767208082,"ENSG00000164638","SLC29A4","solute carrier family 29 member 4"
1.55945932076683,0.811632076615775,28.0327060438858,1.19282327509605e-07,0.000555920454421762,"ENSG00000246575",NA,NA
3.3445599807248,0.118478820643557,27.9215621624558,1.26334072907409e-07,0.000555920454421762,"ENSG00000230937","MIR205HG","MIR205 host gene"
1.98134069190847,0.697185220812472,27.3097175982614,1.73338088239242e-07,0.000635630769573299,"ENSG00000235111",NA,NA
-1.18711074186529,5.08324147941576,25.6337171445963,4.12763722016359e-07,0.0010843529342924,"ENSG00000164023","SGMS2","sphingomyelin synthase 2"
-0.88401741647975,7.08975833248812,25.5046838111716,4.41310271871115e-07,0.0010843529342924,"ENSG00000091164","TXNL1","thioredoxin like 1"
-1.65447542130776,4.09821288445328,25.3860070759564,4.69310008027702e-07,0.0010843529342924,"ENSG00000065833","ME1","malic enzyme 1"
-0.92624654847714,4.35986155760318,25.2875906378674,4.93875945985905e-07,0.0010843529342924,"ENSG00000011201","ANOS1","anosmin 1"
0.841510316814499,6.16173666749554,24.9302684413409,5.94417912794056e-07,0.0010843529342924,"ENSG00000234420","ZNF37BP","zinc finger protein 37B, pseudogene"
1.10905980744566,4.87074642636316,24.647954049575,6.88177748118661e-07,0.0010843529342924,"ENSG00000165359","INTS6L","integrator complex subunit 6 like"
6.18195530408918,-1.71433106356597,24.4917837825424,7.4627393258134e-07,0.0010843529342924,"ENSG00000254029",NA,NA
-1.78867322657946,0.339614938721339,24.4146658478042,7.76751220962244e-07,0.0010843529342924,"ENSG00000001630","CYP51A1","cytochrome P450 family 51 subfamily A member 1"
-1.08829642512752,8.60600270104187,24.3588688043714,7.99577767185299e-07,0.0010843529342924,"ENSG00000117450","PRDX1","peroxiredoxin 1"
-1.02933146244329,4.9951783627471,24.3186823451166,8.16433608142795e-07,0.0010843529342924,"ENSG00000115339","GALNT3","polypeptide N-acetylgalactosaminyltransferase 3"
-3.02009687556544,4.33201023935762,24.2213756652211,8.58738863277966e-07,0.0010843529342924,"ENSG00000151012","SLC7A11","solute carrier family 7 member 11"
-0.840008938914925,7.31537613976423,24.1587600372739,8.87117208311204e-07,0.0010843529342924,"ENSG00000168575","SLC20A2","solute carrier family 20 member 2"
5.55039620149994,1.77838380277845,23.9806454007239,9.73089984940127e-07,0.00110360332675729,"ENSG00000209082",NA,NA
-0.735495927245278,6.38526233128265,23.7478991969154,1.09815174814424e-06,0.00110360332675729,"ENSG00000151366","NDUFC2","NADH:ubiquinone oxidoreductase subunit C2"
2.37113596990124,-0.411611325840684,23.6726967571589,1.14191157361162e-06,0.00110360332675729,"ENSG00000105255","FSD1","fibronectin type III and SPRY domain containing 1"
-1.11030304456976,8.43163653759692,23.6606123996148,1.14910469139832e-06,0.00110360332675729,"ENSG00000205336","ADGRG1","adhesion G protein-coupled receptor G1"
1.70940647589459,6.27119232626141,23.6529949734339,1.15366223595208e-06,0.00110360332675729,"ENSG00000065357","DGKA","diacylglycerol kinase alpha"
-0.766550106953838,6.2117585959169,23.0112239238737,1.61058351237887e-06,0.00141271627455723,"ENSG00000074696","HACD3","3-hydroxyacyl-CoA dehydratase 3"
-1.91960617928192,5.99760074055989,22.9662088280662,1.64874142121061e-06,0.00141271627455723,"ENSG00000271303","SRXN1","sulfiredoxin 1"
-1.79116119582565,3.17339060579229,22.9170327800503,1.69146365349153e-06,0.00141271627455723,"ENSG00000183682","BMP8A","bone morphogenetic protein 8a"
1.67653546069574,4.59096631481235,22.8697027254948,1.73363055236093e-06,0.00141271627455723,"ENSG00000069493","CLEC2D","C-type lectin domain family 2 member D"
4.11858014797065,0.897526030207646,22.7037798472195,1.88995734397607e-06,0.00147560327215616,"ENSG00000134240","HMGCS2","3-hydroxy-3-methylglutaryl-CoA synthase 2"
1.46873583643473,2.50231322341994,22.6486813136065,1.94493659178842e-06,0.00147560327215616,"ENSG00000238113","LINC01410","long intergenic non-protein coding RNA 1410"
-1.00232373139653,4.70435155888417,22.56833138704,2.02800134896454e-06,0.00148733618933059,"ENSG00000116212","LRRC42","leucine rich repeat containing 42"
-0.80372309640089,6.22030813862684,22.3380499641832,2.28631312052084e-06,0.00161006918576933,"ENSG00000143198","MGST3","microsomal glutathione S-transferase 3"
-2.02319646474835,3.3641059741133,22.2579723246519,2.38367040492814e-06,0.00161006918576933,"ENSG00000175315","CST6","cystatin E/M"
-1.1903896225532,5.83068239185976,22.2329918895972,2.41488424372275e-06,0.00161006918576933,"ENSG00000164761","TNFRSF11B","TNF receptor superfamily member 11b"
1.71940401097804,2.89716254710725,22.0803203117326,2.6147668542729e-06,0.00168483585658431,"ENSG00000213443",NA,NA
-1.01671161043554,6.34490204690114,22.0043138314297,2.72038350603836e-06,0.00168483585658431,"ENSG00000181885","CLDN7","claudin 7"
0.922979728387497,6.55367038954108,21.9788240131107,2.75675351500024e-06,0.00168483585658431,"ENSG00000105483","CARD8","caspase recruitment domain family member 8"
-0.966051729224039,7.69720350540401,21.7115885391597,3.16871295035279e-06,0.00188427087388276,"ENSG00000104635","SLC39A14","solute carrier family 39 member 14"
0.850939238236194,6.79805343499322,21.5708234280766,3.41000037495344e-06,0.00195167586218925,"ENSG00000196187","TMEM63A","transmembrane protein 63A"
1.55571454999414,5.2276006619525,21.5431983041767,3.45947453074179e-06,0.00195167586218925,"ENSG00000081059","TCF7","transcription factor 7"
3.22973473792075,-1.5607572549866,21.4848870766356,3.56628237180488e-06,0.00196163361861128,"ENSG00000165066","NKX6-3","NK6 homeobox 3"
-3.63166293600127,0.0943581904992987,21.3529951505317,3.82023450541399e-06,0.00205006828263704,"ENSG00000079689","SCGN","secretagogin, EF-hand calcium binding protein"
-1.10413316495361,6.93414460635246,21.1105081383454,4.33544196170389e-06,0.00224641737968043,"ENSG00000087253","LPCAT2","lysophosphatidylcholine acyltransferase 2"
-4.14392759579518,0.288384478864238,21.0267674306508,4.52911396640415e-06,0.00224641737968043,"ENSG00000248318","LOC101927543","uncharacterized LOC101927543"
-0.771185159626194,7.01978544411319,20.9753001832949,4.65242936972883e-06,0.00224641737968043,"ENSG00000163694","RBM47","RNA binding motif protein 47"
-1.07650550196168,6.06988427819578,20.9750913295615,4.65293658627283e-06,0.00224641737968043,"ENSG00000185275",NA,NA
-2.23416675206502,6.64582681386824,20.957186160771,4.69662755500862e-06,0.00224641737968043,"ENSG00000181019","NQO1","NAD(P)H quinone dehydrogenase 1"
1.75235138518204,-0.903213449944069,20.8858154847713,4.87491168341664e-06,0.00226736012606224,"ENSG00000232788","ITGA6-AS1","ITGA6 antisense RNA 1"
2.13978203157544,-1.40207471327265,20.8168647342027,5.0535994503782e-06,0.00226736012606224,"ENSG00000122543","OCM","oncomodulin"
2.76213837163388,-0.121084004480696,20.7951696811362,5.11117119931188e-06,0.00226736012606224,"ENSG00000160224","AIRE","autoimmune regulator"
2.11634906221067,3.17990369894545,20.7495131986219,5.23448837247527e-06,0.00226736012606224,"ENSG00000074966","TXK","TXK tyrosine kinase"
-1.32287125629673,9.97207190777843,20.7378073722077,5.26658367957424e-06,0.00226736012606224,"ENSG00000044574","HSPA5","heat shock protein family A (Hsp70) member 5"
-2.1219323481351,1.61531271234161,20.6927203062805,5.39206080642055e-06,0.00226736012606224,"ENSG00000125931","CITED1","Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1"
-1.32425584337259,8.72169481232011,20.6515346998901,5.50930084724943e-06,0.00226736012606224,"ENSG00000101670","LIPG","lipase G, endothelial type"
1.35350599013197,5.25107649389604,20.6323328262165,5.56483259737118e-06,0.00226736012606224,"ENSG00000213658","LAT","linker for activation of T cells"
-1.17827513218801,6.4807771034298,20.5226696621098,5.89291805078349e-06,0.00231614481768237,"ENSG00000259207","ITGB3","integrin subunit beta 3"
-0.957750954995322,7.64795521639593,20.5219592796586,5.89510543542463e-06,0.00231614481768237,"ENSG00000119888","EPCAM","epithelial cell adhesion molecule"
-0.918207470034049,8.02639775041447,20.4563112530689,6.1008044791383e-06,0.00235491052894738,"ENSG00000039068","CDH1","cadherin 1"
-0.817755679057275,6.08830426452992,20.1347945528746,7.21717114842233e-06,0.00265296102075402,"ENSG00000102805","CLN5","CLN5 intracellular trafficking protein"
1.728728761629,4.91831208145654,20.1228082466231,7.26254164262205e-06,0.00265296102075402,"ENSG00000111913","RIPOR2","RHO family interacting cell polarization regulator 2"
-0.930369130352503,7.71207456571604,20.0996176989288,7.35113684867363e-06,0.00265296102075402,"ENSG00000131507","NDFIP1","Nedd4 family interacting protein 1"
2.0474374525423,1.11224567286297,20.0985430066669,7.3552687149348e-06,0.00265296102075402,"ENSG00000073282","TP63","tumor protein p63"
-2.3801996712893,2.34399996198181,20.0075351449718,7.71375971139339e-06,0.00273738937371093,"ENSG00000120332","TNN","tenascin N"
-3.06512467709917,-0.787484034357194,19.9256265542873,8.05138373799843e-06,0.00275248058526467,"ENSG00000128564","VGF","VGF nerve growth factor inducible"
-1.36007077913738,7.25996544011686,19.8946539275662,8.18288312643506e-06,0.00275248058526467,"ENSG00000125968","ID1","inhibitor of DNA binding 1, HLH protein"
0.894975139748726,5.47560187694832,19.8820285915415,8.23710269997833e-06,0.00275248058526467,"ENSG00000119397","CNTRL","centriolin"
1.46745588782877,5.57756287481529,19.877487815921,8.25669114750786e-06,0.00275248058526467,"ENSG00000082512","TRAF5","TNF receptor associated factor 5"
-1.04327751635646,5.06492599653981,19.8312537415506,8.4588222065939e-06,0.00276785609737202,"ENSG00000080200","CRYBG3","crystallin beta-gamma domain containing 3"
2.19630928192358,-1.00011700037318,19.8097737010286,8.55441389970446e-06,0.00276785609737202,"ENSG00000093134","VNN3","vanin 3"
3.51225770266989,-1.26293640734349,19.7305252705109,8.91656836848062e-06,0.00282455012635829,"ENSG00000186049","KRT73","keratin 73"
1.03170749387047,4.53592236614711,19.7156191582327,8.98638800313973e-06,0.00282455012635829,"ENSG00000184445","KNTC1","kinetochore associated 1"
-3.01870530982614,-0.752536428741333,19.6863255643954,9.12520140721723e-06,0.00282778424452949,"ENSG00000054356","PTPRN","protein tyrosine phosphatase receptor type N"
-1.11226574942655,8.24790053140713,19.5359762130792,9.87227994475261e-06,0.00301680421311732,"ENSG00000143153","ATP1B1","ATPase Na+/K+ transporting subunit beta 1"
3.19469900801336,3.81988381300811,19.5080191058418,1.00178245680179e-05,0.0030193448787059,"ENSG00000186081","KRT5","keratin 5"
-1.61467093367649,3.99354517455189,19.4756942591896,1.01887955019591e-05,0.00302937673829871,"ENSG00000154277","UCHL1","ubiquitin C-terminal hydrolase L1"
1.41591894201359,3.20134030342945,19.3983320970943,1.06099681814265e-05,0.00307288418235303,"ENSG00000260682",NA,NA
1.51576647494051,4.6905233332036,19.397524988175,1.06144531342074e-05,0.00307288418235303,"ENSG00000167984","NLRC3","NLR family CARD domain containing 3"
-0.902482523094535,7.29291661570113,19.3722192398626,1.07560421305561e-05,0.00307343427216227,"ENSG00000100600","LGMN","legumain"
-2.50194147904345,4.50615630721167,19.3114094106857,1.11040845836287e-05,0.00307930159702857,"ENSG00000140961","OSGIN1","oxidative stress induced growth inhibitor 1"
-1.10364113647602,7.37597628439544,19.3082081929222,1.11227168053694e-05,0.00307930159702857,"ENSG00000008394","MGST1","microsomal glutathione S-transferase 1"
1.85902329768006,5.03825597387635,19.2955939097781,1.11964424944226e-05,0.00307930159702857,"ENSG00000254838","GVINP1","GTPase, very large interferon inducible pseudogene 1"
-1.64861789297152,5.25027103384097,19.2623503118606,1.13930979981747e-05,0.00309470298957827,"ENSG00000161326",NA,NA
0.938987111584188,6.21853196187164,19.2099355107064,1.17102324854632e-05,0.0031420553066483,"ENSG00000056558","TRAF1","TNF receptor associated factor 1"
-1.04540944635387,5.09052682836113,19.1002411634715,1.24029213630502e-05,0.00328782019072086,"ENSG00000023909","GCLM","glutamate-cysteine ligase modifier subunit"
-1.5617986438437,-0.476984807189043,19.0016481358871,1.30605593587332e-05,0.00342093365489104,"ENSG00000251664","PCDHA12","protocadherin alpha 12"
-4.9679311414048,1.91648158561681,18.8746280330027,1.39597064789043e-05,0.00358376457997585,"ENSG00000100604","CHGA","chromogranin A"
1.67651075203749,4.40872174313512,18.816694324056,1.43902026606712e-05,0.00358376457997585,"ENSG00000204282","TNRC6C-AS1","TNRC6C antisense RNA 1"
-0.861398296416005,4.71806791846081,18.8026119492237,1.44968456451067e-05,0.00358376457997585,"ENSG00000177707","NECTIN3","nectin cell adhesion molecule 3"
-0.994440681473171,4.79142041837228,18.7846117803608,1.46343138269499e-05,0.00358376457997585,"ENSG00000197822","OCLN","occludin"
0.775222299368882,5.74905021315592,18.7823510891643,1.46516711249881e-05,0.00358376457997585,"ENSG00000255717","SNHG1","small nucleolar RNA host gene 1"
-0.793051982626985,7.12161835368518,18.7751706403902,1.47069389454504e-05,0.00358376457997585,"ENSG00000104695","PPP2CB","protein phosphatase 2 catalytic subunit beta"
-1.04750278406207,9.21711816680657,18.7602561041906,1.48224059984457e-05,0.00358376457997585,"ENSG00000167004","PDIA3","protein disulfide isomerase family A member 3"
-0.889858378310166,5.51019848430021,18.7228637716065,1.51159132111905e-05,0.00358894392176603,"ENSG00000130147","SH3BP4","SH3 domain binding protein 4"
3.65331332410867,-0.779647066047836,18.7160445901846,1.51700656633143e-05,0.00358894392176603,"ENSG00000149043","SYT8","synaptotagmin 8"
-0.992189951957502,6.38411895972834,18.6859345236139,1.54115148670917e-05,0.00360727819261439,"ENSG00000090520","DNAJB11","DnaJ heat shock protein family (Hsp40) member B11"
0.80673975364486,5.59650978608138,18.6629681983043,1.55982709365979e-05,0.00361255954891608,"ENSG00000159433","STARD9","StAR related lipid transfer domain containing 9"
-0.923557744185766,6.6266463447933,18.5819717612338,1.62752457109844e-05,0.00373008287638623,"ENSG00000102158","MAGT1","magnesium transporter 1"
1.0521127664598,5.07215105031589,18.5227215913314,1.67890847280933e-05,0.00380817981636608,"ENSG00000073605","GSDMB","gasdermin B"
